ensid,entrezid,symbol,logFC,logCPM,F,PValue,FDR
ENSG00000127603,23499,MACF1,-0.182858226118617,7.37823998875212,2268.6556926722,6.43227572738073e-11,3.09099631257401e-10
ENSG00000163975,4241,MELTF,0.20430330893912,7.14650293329621,116.844391676995,6.80675536686341e-11,3.26913334147412e-10
ENSG00000179218,811,CALR,0.180972493032953,7.45111816862205,1782.4549969232,6.82611797222725e-11,3.27661243031119e-10
ENSG00000122176,2331,FMOD,-0.208712792625703,7.03689420483955,144.976395384111,7.02041201286555e-11,3.36800565212113e-10
ENSG00000167925,84514,GHDC,0.212888907576068,7.042967176088,1130.81621517335,7.07826969142759e-11,3.39387917262294e-10
ENSG00000225151,388152,GOLGA2P7,-0.208588873090604,7.03715529134187,569.832486257372,7.17386881076148e-11,3.43781019229673e-10
ENSG00000158887,4359,MPZ,0.227927927363648,6.87597318382641,60.5346631800085,7.30279314126163e-11,3.49765355713057e-10
ENSG00000167280,64772,ENGASE,-0.207346892402755,7.04960038383156,843.561044347848,7.49304755854e-11,3.58678826930112e-10
ENSG00000177666,57104,PNPLA2,-0.194024066003458,7.21679768504405,1304.53988734169,7.55176344258218e-11,3.61289402109147e-10
ENSG00000163812,51304,ZDHHC3,-0.197975383230702,7.16447126258318,3408.19341961739,7.69978545977625e-11,3.68167285950031e-10
ENSG00000137077,6366,CCL21,-0.264144817325578,6.77923066304521,43.3975713109376,8.11958778698203e-11,3.88025629731673e-10
ENSG00000104093,23312,DMXL2,0.215765086998962,7.00220283712979,499.827153919156,8.14103858526416e-11,3.88835793202258e-10
ENSG00000183421,54101,RIPK4,-0.209239022360436,7.02205288710487,92.7746256676099,8.15243319172815e-11,3.89165019008779e-10
ENSG00000166483,7465,WEE1,-0.204470399893494,7.07958487571212,799.260487188715,8.17940621953303e-11,3.90237123442953e-10
ENSG00000131116,126299,ZNF428,0.21536339963992,7.00618764200595,1173.30466360842,8.22545982608346e-11,3.92217872015948e-10
ENSG00000081237,5788,PTPRC,0.225652121127214,6.89082610310408,121.085750932421,8.59902336216607e-11,4.09804613924618e-10
ENSG00000170802,3344,FOXN2,0.220453541168111,6.94569792870739,527.324168882286,8.7895749703969e-11,4.18654962088602e-10
ENSG00000152217,26040,SETBP1,-0.219376037866031,6.90002292147109,294.485712497457,8.87959715996935e-11,4.22530651170463e-10
ENSG00000010278,928,CD9,-0.187920943039886,7.28892619396277,401.150311141793,8.88071941210794e-11,4.22530651170463e-10
ENSG00000140474,25989,ULK3,-0.195238820503085,7.19120393931353,1552.24024844395,8.9180460553386e-11,4.24027276588028e-10
ENSG00000124608,57505,AARS2,0.214571260294973,7.01049457920719,1089.48846366897,8.92198514879841e-11,4.24027276588028e-10
ENSG00000118707,60436,TGIF2,0.216291825111845,6.98946430199318,1039.21631608326,9.17264085619609e-11,4.35700440669314e-10
ENSG00000163931,7086,TKT,0.188306085726925,7.33199505897605,1037.8845065778,9.30154067434072e-11,4.41580555352419e-10
ENSG00000145545,6715,SRD5A1,-0.209485919621047,7.01151508328086,924.983457499341,9.30674751127043e-11,4.41585248270762e-10
ENSG00000175182,131408,FAM131A,-0.208045662080561,7.02840429756889,1433.1010708057,9.35869366027981e-11,4.43806399852545e-10
ENSG00000102908,10725,NFAT5,-0.200570511503637,7.11862358589933,591.43000824889,9.62280030337803e-11,4.56080639378855e-10
ENSG00000176903,9240,PNMA1,0.211755813108732,7.03801814341432,1047.64909115621,9.67875875952922e-11,4.58481476581535e-10
ENSG00000198431,7296,TXNRD1,0.202868602365665,7.14341576162962,1233.66268233501,9.68714237885161e-11,4.58627304847602e-10
ENSG00000143797,129642,MBOAT2,-0.203895119570618,7.07563757893086,890.989522928457,9.89446735822749e-11,4.68147299022102e-10
ENSG00000117385,64175,P3H1,0.20547308572965,7.11066960913834,1216.00225283885,9.89905451257839e-11,4.68147299022102e-10
ENSG00000141664,54877,ZCCHC2,-0.211304236693548,6.98612405724457,1282.65937508633,9.96064449868673e-11,4.70802469607145e-10
ENSG00000080573,50509,COL5A3,-0.200498584722626,7.11670330771274,258.54444148648,1.00937019864743e-10,4.7683089438836e-10
ENSG00000165704,3251,HPRT1,0.219933460176666,6.94228699263727,1049.97804153322,1.03133333113157e-10,4.86940286599257e-10
ENSG00000204386,4758,NEU1,0.20058575158032,7.16389326709999,1573.38813639465,1.10209064229023e-10,5.20064061277238e-10
ENSG00000089127,4938,OAS1,0.222177831912185,6.91372364838103,235.248426741959,1.10761581628877e-10,5.22386182859599e-10
ENSG00000184863,155435,RBM33,-0.195572115657433,7.173748156408,2850.67646398357,1.11518988399091e-10,5.25671567453729e-10
ENSG00000111799,1303,COL12A1,-0.193203080581105,7.20181442951296,214.791378811891,1.17054194836499e-10,5.51462405646614e-10
ENSG00000153815,80790,CMIP,-0.199429735660715,7.12134898108317,1096.23821535953,1.173367894633e-10,5.52492671519732e-10
ENSG00000172493,4299,AFF1,-0.194981048402342,7.17501652789221,1619.75355377868,1.24253725385314e-10,5.84743307542756e-10
ENSG00000278259,80179,MYO19,-0.198794782790083,7.12486217645997,1638.4059340728,1.2671481546545e-10,5.96000859466168e-10
ENSG00000018510,8540,AGPS,0.208396602768899,7.06064660832456,1335.37691036083,1.2846263816066e-10,6.03893152201687e-10
ENSG00000198825,22876,INPP5F,0.202787883726779,7.12735415328151,615.243689639463,1.29396014698735e-10,6.07950297320958e-10
ENSG00000145390,54532,USP53,-0.20643917074023,7.02846479133864,234.613974927495,1.30495716417508e-10,6.12784067587918e-10
ENSG00000198189,51170,HSD17B11,0.209468879436192,7.0462690421807,934.924146247976,1.3250290591451e-10,6.21871672980964e-10
ENSG00000153944,124540,MSI2,0.200957378344222,7.14745738077988,1320.72665813731,1.34563867002995e-10,6.31201644189308e-10
ENSG00000185115,56160,NSMCE3,0.22256926366156,6.89706547703035,1934.62401417567,1.374351126069e-10,6.44320254060004e-10
ENSG00000114933,54891,INO80D,-0.205499074560729,7.03577883125071,1138.60302286005,1.39872602416965e-10,6.5539222108112e-10
ENSG00000064393,28996,HIPK2,0.20159020480994,7.13691998020911,659.760432288535,1.40987685752061e-10,6.6025923257127e-10
ENSG00000116670,10459,MAD2L2,0.209328766926406,7.0430261348701,1109.76208964264,1.43999859072601e-10,6.74000423217453e-10
ENSG00000197442,4217,MAP3K5,-0.21628635187716,6.90706353697057,363.203248944874,1.44366962151198e-10,6.75353023699734e-10
ENSG00000160271,5900,RALGDS,-0.188641558956499,7.24900774064084,1471.64239091408,1.47095232271778e-10,6.87743798263667e-10
ENSG00000125730,718,C3,-0.190808379378249,7.21933067130442,108.089870590436,1.48443145683694e-10,6.93670807802992e-10
ENSG00000008513,6482,ST3GAL1,0.203107220696271,7.11511881969591,512.930628667087,1.48967369226562e-10,6.95744412189968e-10
ENSG00000144036,23233,EXOC6B,-0.198319078954352,7.11831787530962,1448.80308153113,1.56642268814717e-10,7.31194607939107e-10
ENSG00000128284,80833,APOL3,-0.208181381447879,6.99619262196392,170.124767085417,1.58196685285975e-10,7.38051993684432e-10
ENSG00000147996,220869,CBWD5,-0.208345133352996,6.99409097109714,964.99269698001,1.5860755862386e-10,7.39569764996371e-10
ENSG00000154358,84033,OBSCN,-0.21305498611217,6.9386694145968,215.701114364545,1.58693271413358e-10,7.39570529039611e-10
ENSG00000114019,51421,AMOTL2,-0.19485909371399,7.15842794459439,656.65909784475,1.68377830877903e-10,7.84281437467388e-10
ENSG00000080200,131544,CRYBG3,-0.207746203309381,6.99627001642689,400.123858883282,1.72676756300685e-10,8.0387213689791e-10
ENSG00000104341,55353,LAPTM4B,0.190575114332233,7.26457662252344,947.066949560544,1.72831729942562e-10,8.04160551858692e-10
ENSG00000041982,3371,TNC,0.187093641145729,7.31042294133203,185.23696429256,1.74142870822565e-10,8.098252384406e-10
ENSG00000121931,55791,LRIF1,0.220478584260306,6.90499395204604,990.244101308012,1.7704391181698e-10,8.22873450353652e-10
ENSG00000115267,64135,IFIH1,0.219784486316197,6.91173123291417,305.914661501455,1.79580645760685e-10,8.34215304997916e-10
ENSG00000145246,57205,ATP10D,-0.204603996497293,7.03010448083047,673.784711855684,1.85104890144828e-10,8.59415561386701e-10
ENSG00000196116,23424,TDRD7,0.213282732652241,6.98145439257678,550.264037165146,1.88562577041879e-10,8.74999183321009e-10
ENSG00000149716,220064,LTO1,-0.212561084374113,6.93305209134978,988.65285732962,1.92443716056508e-10,8.92530002847916e-10
ENSG00000124562,6631,SNRPC,0.199305779387946,7.14609462529015,1880.98696843512,1.93678616155088e-10,8.97775676493693e-10
ENSG00000196976,8270,LAGE3,0.216601372532817,6.94242957373699,905.572190933288,1.93920593334631e-10,8.98415610599079e-10
ENSG00000011028,9902,MRC2,-0.19526802477949,7.14311936655672,217.212158807523,1.98776519526313e-10,9.20419395449906e-10
ENSG00000107829,6468,FBXW4,-0.19750337630945,7.11166959827169,1388.25126957514,2.07956247971966e-10,9.62409937750348e-10
ENSG00000110077,64231,MS4A6A,0.221133560102542,6.88806389045563,178.788011209235,2.09259045370271e-10,9.67921052555371e-10
ENSG00000175866,10458,BAIAP2,-0.189655072806006,7.21315564329767,697.287442752496,2.12017380915103e-10,9.80155218187734e-10
ENSG00000100307,23492,CBX7,-0.198535215835879,7.09628535589123,459.762452231048,2.15981841983739e-10,9.97711143601067e-10
ENSG00000140157,81614,NIPA2,0.203751609399951,7.08503627207515,2461.14950814372,2.16045721321133e-10,9.97711143601067e-10
ENSG00000175899,2,A2M,0.175545720365855,7.45853268173627,343.150642556951,2.16479381955972e-10,9.99180062471639e-10
ENSG00000142173,1292,COL6A2,-0.172981198185566,7.44728289031133,336.962156048368,2.20895094968081e-10,1.01901712700056e-09
ENSG00000135164,9988,DMTF1,-0.198545746653873,7.09458104346334,657.994881926796,2.21689853681475e-10,1.02213801870739e-09
ENSG00000082213,55322,C5orf22,0.209798440503749,7.01060877338882,978.712768677867,2.26468135223869e-10,1.04361248881149e-09
ENSG00000166971,64400,AKTIP,-0.208745915091219,6.96756217586263,1153.87073896521,2.28947817320412e-10,1.05447729394511e-09
ENSG00000180447,2619,GAS1,-0.206853975567374,6.98714889800194,396.178583352644,2.40713037745432e-10,1.10807465990908e-09
ENSG00000107738,64115,VSIR,-0.200752031748448,7.06079882110967,351.631816448403,2.44884821011831e-10,1.12667870018482e-09
ENSG00000187764,10507,SEMA4D,-0.202880418892305,7.03386509489808,343.477918275908,2.4721776851829e-10,1.13680723874501e-09
ENSG00000002822,8379,MAD1L1,0.199358498769467,7.12876620766105,633.09602810097,2.54839577506683e-10,1.17123240167213e-09
ENSG00000118971,894,CCND2,-0.206415426102379,6.98862077008451,241.212003864284,2.56369585976843e-10,1.1776381885068e-09
ENSG00000070718,10947,AP3M2,0.206162881580709,7.0448682135289,931.57024016057,2.6047197232845e-10,1.19584715920311e-09
ENSG00000225663,348262,MCRIP1,0.19666872073553,7.16058897651919,864.046753359054,2.62417259307442e-10,1.20413864475204e-09
ENSG00000176619,84823,LMNB2,0.196960112667279,7.15588425821585,1363.71109095306,2.66811189201493e-10,1.22365131599305e-09
ENSG00000128309,4357,MPST,-0.198347391659851,7.08422359643724,318.776809324799,2.73853641123334e-10,1.25528352466131e-09
ENSG00000106268,4521,NUDT1,0.215319655657393,6.93366912916125,810.399521316688,2.85742304161911e-10,1.30908437704278e-09
ENSG00000135211,85025,TMEM60,0.217905059213847,6.90420299246394,1580.02134290769,2.89107028736154e-10,1.32379780901697e-09
ENSG00000090263,51650,MRPS33,0.209001160531208,7.00341292415904,1530.10591756859,2.97582564742384e-10,1.36188526850075e-09
ENSG00000123358,3164,NR4A1,-0.183305898933215,7.27418625310142,312.103164248229,3.22008123499123e-10,1.47288900933858e-09
ENSG00000102879,11151,CORO1A,0.206890621678561,7.01959059911745,198.13924542412,3.42485667419308e-10,1.56572638542566e-09
ENSG00000198517,7975,MAFK,-0.193281380550422,7.13359712007589,859.246634788495,3.53905743724101e-10,1.61707989138206e-09
ENSG00000129946,25759,SHC2,-0.212322172363133,6.89825575028197,122.302487348532,3.60919353344517e-10,1.64825557826907e-09
ENSG00000183963,6525,SMTN,-0.189572376487768,7.18034272484833,611.7502322346,3.67091299450621e-10,1.67555664400772e-09
ENSG00000106683,3984,LIMK1,0.198204076974194,7.12055458980534,796.424913939767,3.67354209726168e-10,1.67587184331542e-09
ENSG00000122591,84668,FAM126A,0.203626051691768,7.05347425324454,538.428594028122,3.71344820981186e-10,1.69318353237466e-09
ENSG00000255717,23642,SNHG1,-0.195639536912327,7.09868180829877,687.99102361749,3.79625639387994e-10,1.73002828281983e-09
ENSG00000145675,5295,PIK3R1,-0.189907891199548,7.17293784016051,660.104233981869,3.84800391970991e-10,1.75268671685417e-09
ENSG00000235173,51236,HGH1,0.203214294969557,7.0561996908237,858.955076872671,3.85268965245952e-10,1.75356900613786e-09
ENSG00000185420,64754,SMYD3,0.216548059108034,6.9018519701796,1078.09574766996,3.85492105576921e-10,1.75356900613786e-09
ENSG00000049759,23327,NEDD4L,0.195921833879946,7.14616176511151,406.142428657895,3.85602623559059e-10,1.75356900613786e-09
ENSG00000169604,84168,ANTXR1,-0.188557027906113,7.19052477277707,379.451947564032,3.8790570420434e-10,1.76311504355758e-09
ENSG00000143515,57198,ATP8B2,0.194253694793948,7.16646832368505,834.496399986157,3.91108910962773e-10,1.77665308831834e-09
ENSG00000089820,393,ARHGAP4,0.208088787873442,6.99733433276156,317.053561111867,3.91295255079018e-10,1.77665308831834e-09
ENSG00000115183,85461,TANC1,-0.18648585456114,7.21738453723629,1054.83218621452,3.95553196498139e-10,1.79504324605061e-09
ENSG00000197329,57162,PELI1,-0.198683196758791,7.05661921008184,688.674752534852,4.0059848732736e-10,1.81698526912121e-09
ENSG00000180329,124808,CCDC43,0.212264190556603,6.94740625919071,1393.09237774918,4.02369739035984e-10,1.82406208388363e-09
ENSG00000111057,3875,KRT18,-0.207186950909105,6.9515314721015,97.9526594560245,4.05574975214129e-10,1.83762875300113e-09
ENSG00000103429,51283,BFAR,0.194501432607844,7.16095342765077,1653.02230470447,4.06132115372666e-10,1.83918917621619e-09
ENSG00000131711,4131,MAP1B,-0.191682502242256,7.14561163682408,240.199445621342,4.08729184995832e-10,1.84974662291275e-09
ENSG00000091436,51776,MAP3K20,-0.200672103578135,7.03045629344047,436.622835436421,4.08891358749134e-10,1.84974662291275e-09
ENSG00000152990,166647,ADGRA3,0.205538372105988,7.02421658321621,791.617151039008,4.11888643170711e-10,1.86233123441987e-09
ENSG00000147852,7436,VLDLR,0.20765464622319,6.99845718357437,316.421332261207,4.17132838798702e-10,1.88505666043637e-09
ENSG00000108091,8030,CCDC6,-0.192359299589113,7.13432886622342,1617.73213197625,4.24461015633436e-10,1.9171710972576e-09
ENSG00000136044,55198,APPL2,-0.192655183895938,7.12940604752014,1247.39246411044,4.31662523532137e-10,1.94868016497928e-09
ENSG00000141696,10609,P3H4,0.208584046307494,6.98537141903188,719.905692477845,4.32591464361683e-10,1.95185449342732e-09
ENSG00000156802,29028,ATAD2,0.206979348539554,7.00407276667298,672.642918130884,4.33014057360481e-10,1.95274205836273e-09
ENSG00000119787,64225,ATL2,-0.193719960885301,7.11257524780356,1124.73183999466,4.52346138205877e-10,2.03885941855568e-09
ENSG00000145623,9180,OSMR,-0.199006217157065,7.04190318345173,201.420089800422,4.75519665428809e-10,2.14219255217929e-09
ENSG00000107077,23081,KDM4C,-0.203192871127326,6.98972630051225,1149.77245394439,4.77638586043652e-10,2.15061748768093e-09
ENSG00000169105,113189,CHST14,0.206542679600222,7.00297041756635,1069.20229343707,4.79142573123775e-10,2.15617159682255e-09
ENSG00000146409,116843,SLC18B1,0.20995351961001,6.96314656559835,280.115400795052,4.79370943793284e-10,2.15617159682255e-09
ENSG00000165801,55701,ARHGEF40,0.191319716643827,7.18996644892008,745.575800239332,4.90878429713803e-10,2.206783164262e-09
ENSG00000151835,26278,SACS,0.206883706599409,6.99582541630366,452.040866444481,5.03495100145716e-10,2.26232595673582e-09
ENSG00000167601,558,AXL,-0.196655759357101,7.06700499401923,221.484932183008,5.11975021837016e-10,2.29923327988624e-09
ENSG00000131002,246126,TXLNGY,-0.514620053114038,6.48360317371164,39.6007358610636,5.14242719520542e-10,2.30821822962362e-09
ENSG00000148356,90678,LRSAM1,-0.197914180587517,7.04972261197533,1319.77219137667,5.22582480167319e-10,2.3444346346894e-09
ENSG00000133858,196441,ZFC3H1,-0.195266017112153,7.08343320628957,734.915331065764,5.23305251058607e-10,2.34645948931621e-09
ENSG00000109066,54868,TMEM104,0.204950763263216,7.01595296306876,1220.16325432191,5.26462196863767e-10,2.35939123477826e-09
ENSG00000118705,6185,RPN2,0.177896945007094,7.3673386421792,2483.83193839929,5.32771482770639e-10,2.38642977645191e-09
ENSG00000111331,4940,OAS3,0.200034126886795,7.07162500189856,307.085106438358,5.58893864964273e-10,2.50214265283073e-09
ENSG00000068796,3796,KIF2A,0.21298051601136,6.91723425300145,653.400195891173,5.75102928486177e-10,2.57337723434938e-09
ENSG00000143641,2590,GALNT2,0.187762534809368,7.22591758720584,929.865656441695,5.81595782350352e-10,2.60108408609353e-09
ENSG00000008710,5310,PKD1,-0.182720360195474,7.24349010948774,1164.49576709949,5.93699226678957e-10,2.65384168285397e-09
ENSG00000156453,5097,PCDH1,-0.192732597341887,7.10759723354377,378.363063445694,5.9999995416767e-10,2.68061995027365e-09
ENSG00000153902,163175,LGI4,-0.203024257892283,6.97691649994923,83.9352796256394,6.06306345184699e-10,2.70739584407114e-09
ENSG00000183688,359845,RFLNB,0.204094464750113,7.01703776873621,346.957961617221,6.08948106966763e-10,2.71778853109327e-09
ENSG00000114346,1894,ECT2,0.214448249973451,6.89673007328566,410.466050229344,6.13178913361443e-10,2.73525887822997e-09
ENSG00000164828,23353,SUN1,-0.179988390846551,7.27843811194991,1887.23157717735,6.27316026926494e-10,2.79687831499718e-09
ENSG00000105676,93436,ARMC6,0.202481589768821,7.03417565658558,1096.61799720651,6.30963768990997e-10,2.81169164068411e-09
ENSG00000158805,92822,ZNF276,-0.193279667658099,7.09643878193987,1309.50326723494,6.39090199757537e-10,2.84643728846157e-09
ENSG00000115738,3398,ID2,-0.19891999559176,7.02434212271546,428.379880777648,6.39636800358011e-10,2.84740480900876e-09
ENSG00000125249,5911,RAP2A,0.203620786037963,7.01935279548459,718.462124136035,6.41922500320955e-10,2.85610911748567e-09
ENSG00000159086,94104,PAXBP1,-0.198783821498383,7.02518208791274,741.33965721735,6.48635876221956e-10,2.8844944186928e-09
ENSG00000110455,84680,ACCS,-0.206292103457268,6.93162549574498,467.515343906784,6.64746342778185e-10,2.95461806340227e-09
ENSG00000163956,4043,LRPAP1,0.181845565678114,7.29731792932859,920.529862395868,6.67199050343825e-10,2.96399578120368e-09
ENSG00000087095,51701,NLK,0.209110625481095,6.95067464286412,1097.55034151124,6.84255641175266e-10,3.03820750794051e-09
ENSG00000167978,23524,SRRM2,-0.165504780962137,7.48930794865621,2361.34181048766,6.85921662684673e-10,3.04404146504569e-09
ENSG00000206337,10866,HCP5,-0.20170823478171,6.98419347185351,140.647658932032,6.97783059589957e-10,3.09509212424586e-09
ENSG00000175155,388403,YPEL2,-0.201154336474832,6.99053595920756,610.623647382163,7.03554731553611e-10,3.11909264322101e-09
ENSG00000121858,8743,TNFSF10,-0.206553754102555,6.9246468079261,172.16063265229,7.07096621649639e-10,3.13318825943677e-09
ENSG00000136147,51131,PHF11,-0.20601462992627,6.92911092155245,453.723404425002,7.29654701727546e-10,3.23148816415709e-09
ENSG00000027075,5583,PRKCH,-0.197575600210374,7.03213690885006,481.526753922149,7.38592088097046e-10,3.26939508530413e-09
ENSG00000229117,6171,RPL41,-0.166709528238391,7.46440816637072,1645.23108723923,7.50800317612367e-10,3.32173426087969e-09
ENSG00000197157,27044,SND1,0.177128955177099,7.35495545762053,1606.95432448845,7.61543160479095e-10,3.36753996027713e-09
ENSG00000172667,64393,ZMAT3,0.196142038270567,7.09976689544952,765.083964016332,7.67238905717071e-10,3.39099199382622e-09
ENSG00000182158,64764,CREB3L2,0.189430664794989,7.18583691367889,880.368306078323,7.68824604554126e-10,3.39626402982648e-09
ENSG00000006453,55971,BAIAP2L1,-0.201819806819,6.97617820204608,133.052695282196,7.75055278282227e-10,3.42203926493864e-09
ENSG00000165949,3429,IFI27,0.194631243388687,7.11688762906625,125.600487685822,7.91293563403272e-10,3.49195143217013e-09
ENSG00000112667,10591,DNPH1,0.206309871616862,6.97369417224438,668.190730812393,7.97613904378483e-10,3.51804704252652e-09
ENSG00000168961,3965,LGALS9,0.202962064308768,7.01285065947846,273.112286922339,8.05806572179028e-10,3.5523701256949e-09
ENSG00000146122,23500,DAAM2,0.187929774802381,7.20124358162996,385.491239735702,8.22488568222868e-10,3.62406405315326e-09
ENSG00000074219,8463,TEAD2,0.202423948701714,7.01750977785992,466.675019572488,8.28949291391512e-10,3.65067072036659e-09
ENSG00000095574,64376,IKZF5,-0.204660096322137,6.93690233157247,740.672547321949,8.34813956750483e-10,3.6746266069796e-09
ENSG00000254087,4067,LYN,0.211864465964718,6.90558669310124,346.056244051349,8.48019497177436e-10,3.73085422549564e-09
ENSG00000101745,23253,ANKRD12,-0.194343359524125,7.06425690328066,524.306742538681,8.52276140994202e-10,3.74767407878681e-09
ENSG00000150907,2308,FOXO1,-0.193194661442301,7.0782968543248,631.322105628697,8.63103913527502e-10,3.79335705767425e-09
ENSG00000164889,6522,SLC4A2,0.181509962631274,7.28248116065741,1159.56974385375,8.97896287666257e-10,3.94426494251768e-09
ENSG00000140391,10099,TSPAN3,0.181780857038826,7.27839797322445,1643.64702207347,9.0239584661936e-10,3.9620173154009e-09
ENSG00000138459,55032,SLC35A5,0.204964085087984,6.97820305953593,1101.59554265214,9.52844686511006e-10,4.18139203801403e-09
ENSG00000092529,825,CAPN3,0.189031674382332,7.17503791730494,143.962742735731,9.83154822048401e-10,4.312213818675e-09
ENSG00000073711,5523,PPP2R3A,-0.199525851908158,6.98923510053441,537.987948531695,9.85486444710649e-10,4.32024863819653e-09
ENSG00000198324,144717,PHETA1,-0.203052110354697,6.94552784462752,756.063351951214,9.89587181236739e-10,4.33602695478541e-09
ENSG00000055332,5610,EIF2AK2,0.195971504964343,7.08465552723249,949.853756023532,1.00150747797748e-09,4.38603452234817e-09
ENSG00000156232,123720,WHAMM,-0.203221040681945,6.94246657910457,1921.99630859908,1.00561431723099e-09,4.40179026453767e-09
ENSG00000101577,9663,LPIN2,0.200965652173216,7.02267371215667,833.291096302872,1.00622089645346e-09,4.40221642198387e-09
ENSG00000171813,170394,PWWP2B,-0.205531456972399,6.91425619292248,420.12379411852,1.01044916461882e-09,4.41847902282734e-09
ENSG00000033170,2530,FUT8,0.207555989136209,6.94386006041692,583.379859576688,1.01237540302351e-09,4.42466398338638e-09
ENSG00000189171,6284,S100A13,0.187532611346803,7.1923329692115,566.685590039026,1.02156959135618e-09,4.46259177224567e-09
ENSG00000198832,140606,SELENOM,-0.198818010148184,6.99480727220811,184.420253458599,1.03621083858421e-09,4.524263989677e-09
ENSG00000143418,29956,CERS2,0.182576533876939,7.25686976341563,1720.44535587795,1.05857928863957e-09,4.61959512886878e-09
ENSG00000145476,285440,CYP4V2,0.203840810312345,6.98245011863415,324.432979320159,1.09768653594409e-09,4.78784061717287e-09
ENSG00000121486,81627,TRMT1L,0.210015718410844,6.90782593925856,722.936565879135,1.13984456993184e-09,4.96921649372708e-09
ENSG00000118600,10329,RXYLT1,0.206906769027525,6.94344052851017,1132.494514584,1.14669764503922e-09,4.99657315592948e-09
ENSG00000061938,10188,TNK2,-0.183689747816377,7.18506171004019,1189.5016344337,1.18090693493787e-09,5.14304304913747e-09
ENSG00000160285,4047,LSS,-0.181805712236497,7.21102203220157,903.96483261924,1.18506760787663e-09,5.15856468786177e-09
ENSG00000173065,55731,FAM222B,0.196674180407005,7.06275380972792,1173.35474371608,1.22447907565187e-09,5.32743915903895e-09
ENSG00000157106,23049,SMG1,-0.178072183685602,7.25930725495052,1530.86301940532,1.2703050626316e-09,5.5240378603874e-09
ENSG00000188486,3014,H2AX,0.199962374085485,7.01973910843538,660.162234631461,1.27094530728752e-09,5.52404332906015e-09
ENSG00000143870,10130,PDIA6,0.177511956180043,7.31509741928857,1704.01124095369,1.2753354873729e-09,5.54033934087375e-09
ENSG00000122644,10124,ARL4A,-0.193639069682509,7.04290412459777,655.265101123224,1.35963000648496e-09,5.90356675342162e-09
ENSG00000115541,3336,HSPE1,0.18911220879704,7.15251663668992,1425.71557898449,1.36032427673609e-09,5.90361615079492e-09
ENSG00000147224,5631,PRPS1,0.198599957245677,7.03126457369579,1679.23445655367,1.37489757597024e-09,5.96386831122063e-09
ENSG00000146278,10957,PNRC1,-0.182883677105994,7.18535818045056,1097.55932115062,1.3901894522213e-09,6.02717543352714e-09
ENSG00000205155,55851,PSENEN,0.197283912978917,7.04604524189583,1048.0633043606,1.4070304360392e-09,6.09713188950322e-09
ENSG00000102878,3299,HSF4,-0.198533771838531,6.97723731000735,348.68349063676,1.43422266108168e-09,6.21185115483521e-09
ENSG00000108375,54894,RNF43,-0.201384521549292,6.94062869416947,93.1949105146133,1.4633064292857e-09,6.33464400659735e-09
ENSG00000179163,2517,FUCA1,0.199508697225302,7.01427300214377,555.991020778834,1.502685257141e-09,6.50185888287486e-09
ENSG00000096433,3710,ITPR3,-0.17252143858008,7.32881027826116,413.55013177401,1.50946939017539e-09,6.52794541173901e-09
ENSG00000153914,140890,SREK1,-0.184316713566873,7.15977184278753,757.73437484475,1.51668509158409e-09,6.55587130837224e-09
ENSG00000113407,6897,TARS1,0.189163866832715,7.14386777494097,1496.40341982045,1.53232973931597e-09,6.62018520559049e-09
ENSG00000173064,283450,HECTD4,-0.185349500441481,7.14468364842364,2214.12530615512,1.53830116242192e-09,6.64266411045827e-09
ENSG00000174373,253959,RALGAPA1,-0.193878021791691,7.03089638014082,1040.8390518387,1.5571967816992e-09,6.72090173629034e-09
ENSG00000128928,3712,IVD,0.19678503727786,7.04506623951652,451.708475201643,1.56759319681958e-09,6.76239679965334e-09
ENSG00000065534,4638,MYLK,-0.187445017060708,7.11439680221459,317.703079709439,1.58310982555192e-09,6.82592740244206e-09
ENSG00000100142,5435,POLR2F,0.194023434505715,7.07845384898379,1310.93739686244,1.59898661682856e-09,6.890946810809e-09
ENSG00000165699,7248,TSC1,-0.188068936795822,7.10531985240408,1667.95086298593,1.60011829844942e-09,6.89238798709281e-09
ENSG00000120738,1958,EGR1,-0.176353118529332,7.26736489030142,224.904930336793,1.62702928515021e-09,7.00481482575873e-09
ENSG00000157657,114991,ZNF618,0.201938414375399,6.97851102461604,465.358920572778,1.6526423800425e-09,7.11154473641983e-09
ENSG00000223959,172,AFG3L1P,-0.201564851444968,6.93028856954817,855.3094492705,1.6571379330924e-09,7.12734200576309e-09
ENSG00000154096,7070,THY1,0.194108544656838,7.07320987001176,174.007152961369,1.70228018864231e-09,7.31785789697304e-09
ENSG00000175792,8607,RUVBL1,0.193524139823339,7.07910771404864,1562.46178499166,1.74068075146934e-09,7.47921724475767e-09
ENSG00000142627,1969,EPHA2,-0.187161867867108,7.10993917969508,238.264611360394,1.790528868675e-09,7.68957877282434e-09
ENSG00000245060,729678,LINC00847,0.206652795611023,6.91490418279795,766.686691604864,1.85965186329269e-09,7.97883151580198e-09
ENSG00000076003,4175,MCM6,0.193318409226888,7.07727238732311,1336.94888115323,1.85972764654031e-09,7.97883151580198e-09
ENSG00000130958,11046,SLC35D2,0.204086725562461,6.94458605324328,984.160146254583,1.87322837630697e-09,8.03276751645522e-09
ENSG00000020129,23154,NCDN,0.19301106937526,7.07768616057157,1084.1108514773,1.95933257872655e-09,8.39783348690679e-09
