ensid,entrezid,symbol,logFC,logCPM,F,PValue,FDR
ENSG00000157353,197258,FCSK,-0.0721273731099289,7.00780600478824,155.201556555939,0.0268825536547963,0.0448561428962968
ENSG00000083844,9422,ZNF264,-0.0726124039620603,6.99091097970425,204.661123409064,0.0269038579514761,0.0448830281726188
ENSG00000177303,57513,CASKIN2,-0.0704057606482374,7.06672873360647,152.781516968574,0.0269540760231973,0.0449581298901294
ENSG00000100612,51635,DHRS7,0.06976839162798,7.10775966302138,182.318133602993,0.0269668904885341,0.0449708272132286
ENSG00000101347,25939,SAMHD1,-0.0677230764631436,7.16388152437776,32.9530868830162,0.0269745020220096,0.0449748447406505
ENSG00000121578,8702,B4GALT4,-0.0720855233680238,7.00768258965724,167.022126577079,0.0269823910790656,0.044979323347189
ENSG00000245910,641638,SNHG6,0.0689112356717231,7.13737098919693,104.003016819745,0.0270427574290271,0.0450712623817119
ENSG00000068971,5526,PPP2R5B,-0.0724390904854108,6.9942242253309,132.743931822004,0.0270618143272162,0.0450943301578226
ENSG00000135723,29109,FHOD1,0.0708829028189506,7.06657247800851,119.088494351804,0.0270815193328506,0.0451184688056453
ENSG00000183431,10946,SF3A3,0.0676366830796137,7.18327538708529,529.099530780087,0.0270876632177851,0.0451200093483144
ENSG00000153066,51061,TXNDC11,0.0697652851974302,7.10508109012345,322.003592173793,0.0271391589996637,0.0451970775480818
ENSG00000133872,51669,SARAF,0.0646594611715832,7.29485223583961,219.585488896611,0.0272034962282053,0.0452954978607155
ENSG00000179344,3119,HLA-DQB1,0.0717283593198803,7.03508990079337,14.1105530911766,0.0272161799770016,0.0453078906029615
ENSG00000165684,6621,SNAPC4,-0.0727773687973461,6.97782795463128,142.85708018082,0.0273671463814125,0.0455504390580114
ENSG00000120690,1997,ELF1,-0.067780523324807,7.15490197966827,105.628064413661,0.0273932014225096,0.045585029123695
ENSG00000197694,6709,SPTAN1,-0.0611726699223435,7.41341027503607,232.913152577863,0.0275702825065049,0.0458708799593409
ENSG00000134440,4677,NARS1,0.0651346069043888,7.27003849595472,355.582258056148,0.0275856858708706,0.0458876764197953
ENSG00000168610,6774,STAT3,-0.0633506871449651,7.32114930241287,216.683057220244,0.0277185582296033,0.0460998337620086
ENSG00000138326,6229,RPS24,-0.0598849916723855,7.46571939230276,141.213065668557,0.0277311626996874,0.046111925666243
ENSG00000198793,2475,MTOR,0.0673788959356743,7.18188601500209,285.946562282319,0.0277591082025891,0.0461495173868043
ENSG00000185896,3916,LAMP1,-0.0616770626124614,7.38886878374006,189.404825501955,0.0277741383005979,0.0461656269195671
ENSG00000156639,60685,ZFAND3,0.0670361096400198,7.19427377274698,348.763208524763,0.0277879252379813,0.0461796642987982
ENSG00000184575,11260,XPOT,0.067045342447047,7.19370067053568,169.713783453373,0.0277980353763909,0.0461875871283682
ENSG00000163686,57406,ABHD6,-0.0728884281100048,6.96683520694925,59.694080932844,0.0278248048020909,0.0462231816898685
ENSG00000101079,57446,NDRG3,0.070211010412134,7.07797564481436,222.22840005747,0.0278402439059762,0.0462399440090614
ENSG00000130309,79709,COLGALT1,0.0649906731784332,7.27126717565472,249.522212256657,0.027856138226944,0.0462574558148157
ENSG00000158435,55571,CNOT11,0.0701037710745607,7.08046307698425,503.351992287449,0.027921688013676,0.0463574021275646
ENSG00000163683,201895,SMIM14,-0.0702860057146735,7.05474016084923,116.016966224414,0.0279670503533883,0.0464237999817668
ENSG00000072840,2121,EVC,0.0715739149603006,7.02724752617996,86.0647652184794,0.0280409266859321,0.0465374949510238
ENSG00000106785,9830,TRIM14,0.0722866967604615,7.00123820393666,73.9507351961858,0.0281438860851397,0.0466994040702559
ENSG00000141580,56270,WDR45B,-0.0661729009269702,7.20267924695617,445.122489899286,0.0281846486357777,0.0467580670612738
ENSG00000114120,55186,SLC25A36,-0.067801792758959,7.14055797575137,100.915056069201,0.0282367917287142,0.0468355841317602
ENSG00000213246,6827,SUPT4H1,0.0682448280517224,7.14162044374652,392.162492528615,0.0282833374371161,0.0469037890166639
ENSG00000173812,10209,EIF1,-0.0599429798644437,7.45384755804274,320.18168096092,0.028301172561477,0.0469243645558053
ENSG00000204356,7936,NELFE,0.0672003783607368,7.17908573996806,240.796743746567,0.0283540084594183,0.0470029536206465
ENSG00000123130,23597,ACOT9,0.0712407758691656,7.03244318779052,258.183134188026,0.0284437956898291,0.0471427557014135
ENSG00000143252,6391,SDHC,0.0656161954545486,7.2369386877881,434.367481910009,0.0284841029196438,0.0472005117386085
ENSG00000111229,10094,ARPC3,0.0650925651616514,7.25632244654897,341.944577137268,0.0285390253232768,0.0472824595476673
ENSG00000178449,84987,COX14,0.0726716521329221,6.98045858474998,232.744525324478,0.0286442599980043,0.0474477155935518
ENSG00000140990,4716,NDUFB10,0.0680273654007302,7.14381162469541,202.928970239925,0.0286510679752735,0.0474499008900842
ENSG00000165669,63877,FAM204A,-0.0720475034149959,6.98202779552442,133.84712214612,0.0286904638570389,0.0475060448274471
ENSG00000101882,79576,NKAP,0.0736375649386588,6.94669084779742,185.993207495536,0.0287361130072728,0.0475725195227639
ENSG00000176783,80230,RUFY1,-0.0683366784573966,7.11277220599054,353.405835227913,0.0287432787279167,0.0475752717983611
ENSG00000137274,670,BPHL,0.0726855572161248,6.97808992975074,148.848962120606,0.0287662338347329,0.0476041522781903
ENSG00000197756,6168,RPL37A,-0.0587420440071739,7.49839920359985,139.844396972271,0.028784402630639,0.04762510253433
ENSG00000147799,80728,ARHGAP39,0.0731031023484811,6.96300282723163,63.75391801359,0.0288360070961483,0.0477013550222354
ENSG00000132467,57050,UTP3,0.0709474979323657,7.03638110233514,275.530634431639,0.028844999014788,0.0477071009150262
ENSG00000131375,23473,CAPN7,-0.0704033345017607,7.03535581756576,169.704278848882,0.0289428446105954,0.0478597726967478
ENSG00000182544,84975,MFSD5,-0.0677192174387761,7.12997035790915,139.808769062899,0.0290983465294412,0.048107708117617
ENSG00000184787,7327,UBE2G2,-0.0655387973624326,7.21156019487255,320.121743561199,0.0291631702965378,0.0482056610350993
ENSG00000182899,6165,RPL35A,-0.0607753828970871,7.40386840766066,193.299865599956,0.0291912685036403,0.0482368001129559
ENSG00000204138,65979,PHACTR4,-0.0679781679329007,7.11899546015557,314.274865565107,0.0291931680961232,0.0482368001129559
ENSG00000119801,51646,YPEL5,-0.0670310980444848,7.15366344838321,229.446144154022,0.0292310038573593,0.0482900875877836
ENSG00000094975,51430,SUCO,0.0694765451552449,7.08084455600315,98.1459996724814,0.029318232586685,0.0484249370867198
ENSG00000261221,100507290,ZNF865,-0.0711499191657163,7.00283544755525,165.280160288571,0.0293517802244047,0.048471086922632
ENSG00000131759,5914,RARA,0.0680888643064342,7.13013862966248,129.014170338012,0.0293805271370528,0.0485092927998131
ENSG00000165526,84881,RPUSD4,-0.0714172896278867,6.99109050614984,238.278140885113,0.0295167225452363,0.0487248551467573
ENSG00000092203,9878,TOX4,-0.0660154201122662,7.18646180533346,421.056909655856,0.0295978270764624,0.0488494110492587
ENSG00000130640,10844,TUBGCP2,-0.0665395104800094,7.16635473196023,273.559268781648,0.0296062769753401,0.048854030244668
ENSG00000124535,56897,WRNIP1,0.0680505519922431,7.12747318014388,372.431816615922,0.0296433340465353,0.0489058440519651
ENSG00000121210,23240,TMEM131L,0.0725581208171925,6.96882150216523,114.238144830499,0.0296555846217858,0.0489160504256619
ENSG00000118007,10274,STAG1,-0.0687493306440614,7.08360022613723,148.882861334796,0.029660837053941,0.0489160504256619
ENSG00000141429,2589,GALNT1,-0.0664068574517201,7.17039032511284,144.764095007099,0.0296745472508081,0.0489293269088759
ENSG00000117528,5825,ABCD3,-0.0681888399193658,7.1032340552015,109.895043820666,0.0297163396520241,0.0489888932669238
ENSG00000133703,3845,KRAS,-0.0698619201996678,7.04193741537965,114.84987205941,0.0297674850985368,0.0490638529412489
ENSG00000114544,54946,SLC41A3,0.0684822740658108,7.10923869335636,226.458015174958,0.0298063431154545,0.0491185353093984
ENSG00000120733,51780,KDM3B,-0.0653143763761564,7.2097886118273,297.139152288988,0.0298378205787061,0.0491610365738354
ENSG00000139726,8562,DENR,0.0685540185441735,7.1055535735441,258.02318506548,0.0298747608243225,0.0492125204508895
ENSG00000170889,6203,RPS9,-0.0584155437810783,7.49512259160586,154.901647845616,0.0298940198058389,0.0492348640162846
ENSG00000232112,51372,TMA7,0.0668144712476095,7.16878500391861,197.899596155003,0.0299390619760997,0.0492996553873108
ENSG00000173166,65059,RAPH1,-0.0686274279233015,7.08318426258985,132.067434657149,0.0299783403243193,0.0493491879164295
ENSG00000147789,7553,ZNF7,-0.0714326280097233,6.98356040962915,193.469612329228,0.0299805592755451,0.0493491879164295
ENSG00000141582,8535,CBX4,0.0680688811571962,7.12128279256949,128.083208699774,0.0300073339087122,0.0493838571560664
ENSG00000167996,2495,FTH1,0.0567016162833147,7.58595473939537,105.497359233938,0.0300551721586385,0.0494520080247627
ENSG00000168394,6890,TAP1,0.0636852950371233,7.28773099491905,47.9732522114938,0.0300601853291068,0.0494520080247627
ENSG00000102178,8266,UBL4A,0.0681941690849676,7.11565793001719,292.604158614594,0.0300740578223649,0.0494654166427597
ENSG00000143553,23557,SNAPIN,0.0711912107121548,7.00850416467142,292.377908279572,0.0301215548072752,0.0495341147629626
ENSG00000187630,317749,DHRS4L2,-0.0719574752400857,6.96229078463661,109.74583249125,0.030190426285827,0.0496379298670549
ENSG00000128185,85359,DGCR6L,0.0683414927970166,7.10776297782854,102.79621562412,0.0302450182960289,0.0497182322055847
ENSG00000011021,1185,CLCN6,-0.0694763623854525,7.04796424922818,195.714571112485,0.0302787084082465,0.0497641509865573
ENSG00000137100,11258,DCTN3,-0.0681181786561443,7.09675007555491,263.300665190973,0.0303082531471559,0.0498032405354805
ENSG00000105669,11316,COPE,0.0645206678693633,7.25068403714237,160.571790844526,0.0303285834364924,0.0498271767024851
ENSG00000168411,55159,RFWD3,0.0695285230211066,7.06258660697307,219.014714242768,0.0304022120623377,0.0499386515825403
ENSG00000104885,84444,DOT1L,-0.0670067276780929,7.13638833476475,157.440003581816,0.0304179736947749,0.0499450490013029
ENSG00000173281,79660,PPP1R3B,-0.0688745604077944,7.06748759598329,66.901406755799,0.030421510227255,0.0499450490013029
ENSG00000145741,689,BTF3,-0.0602850053600372,7.40541165750088,251.592616384145,0.0304234387554495,0.0499450490013029
ENSG00000069849,483,ATP1B3,-0.0626467208940122,7.30646689252338,175.671776014449,0.0304460604567132,0.0499726965347039
ENSG00000150403,55002,TMCO3,0.070333569032546,7.03226721119147,130.245771808058,0.0305249732104076,0.0500927094540572
ENSG00000114573,523,ATP6V1A,0.0656857473176003,7.20217900642338,252.555130124892,0.0305468647889921,0.0501191205353648
ENSG00000100401,5905,RANGAP1,-0.0628501695894464,7.29582092794709,131.31199633705,0.0305979901675222,0.0501934772292656
ENSG00000237441,5863,RGL2,-0.0656866442135986,7.18322199595661,209.158442230429,0.0306355947149953,0.0502456301102512
ENSG00000070814,6949,TCOF1,0.0661031256107376,7.18409358259069,235.710529327133,0.0306945225450843,0.0503327290216718
ENSG00000055917,23369,PUM2,-0.0638556937979663,7.25382245917549,270.221454314782,0.0307065014207148,0.0503428228299032
ENSG00000254505,29082,CHMP4A,-0.0686827252840126,7.06992199681708,222.667780352561,0.0307220000836467,0.0503586823517492
ENSG00000134330,285148,IAH1,0.0702530523924581,7.03170742802548,202.001775787581,0.0307577386222481,0.0504077062349451
ENSG00000119682,9870,AREL1,0.0682418922146306,7.10242488828909,295.592832517728,0.0308374240708538,0.0505287208287588
ENSG00000148331,140459,ASB6,-0.0678867971439069,7.09563910243671,202.908834640523,0.0309507486762498,0.0507047986178093
ENSG00000196937,10447,FAM3C,0.0668814639041471,7.1507524287132,97.6081454516373,0.0309604198710461,0.050711032547403
ENSG00000275700,26574,AATF,0.0664155443977361,7.1680157095929,287.302830026736,0.0309797107340429,0.0507330174835766
ENSG00000198000,55035,NOL8,-0.0695145722994092,7.03573261733921,118.577241998736,0.0310114952589807,0.0507754500973272
ENSG00000157020,6396,SEC13,0.0652265820998449,7.21129121829324,262.678037884741,0.0311167760609453,0.050938180088406
ENSG00000036054,55773,TBC1D23,-0.0692677888557218,7.04264145749901,100.969108537835,0.031144442393604,0.050973817586654
ENSG00000068323,7030,TFE3,-0.0659716232830122,7.16365181913385,322.091475917116,0.0312113932429411,0.0510737260240821
ENSG00000132406,85013,TMEM128,0.0726409760182965,6.94222904271931,171.278789054087,0.0312658245973004,0.0511531138614046
ENSG00000123472,64756,ATPAF1,0.0693078306360393,7.05574622444958,199.346602556261,0.0313948508510251,0.0513544911271734
ENSG00000164902,51808,PHAX,0.0712431629475702,6.9877326497612,153.980739815769,0.0314033856257891,0.0513587341534141
ENSG00000213928,10379,IRF9,0.0677261786122242,7.11185596133226,96.5783124666986,0.031478222395068,0.0514664117025009
ENSG00000172531,5499,PPP1CA,0.0635813426954632,7.27029108699351,175.79650686299,0.0314811318777125,0.0514664117025009
ENSG00000120805,400,ARL1,0.0672632992391117,7.12727264805697,216.557482794533,0.0315865692545689,0.0516290208367836
ENSG00000126464,57479,PRR12,-0.0654912652900929,7.1748675612708,190.736890190609,0.0316986518844398,0.0518003894387143
ENSG00000141522,396,ARHGDIA,0.0601727164647358,7.40720156297148,153.239812564879,0.0317033962429425,0.0518003894387143
ENSG00000137501,54843,SYTL2,0.0724930270381339,6.94041366278836,30.3061516402109,0.03173606607506,0.0518439703739406
ENSG00000179632,84232,MAF1,0.0647832530787907,7.21894411751335,185.992526617897,0.0317561019907908,0.0518669000019623
ENSG00000161813,113251,LARP4,0.0682919270344044,7.0864826375855,138.209562757528,0.0317917719020992,0.0519153509810442
ENSG00000167283,10632,ATP5MG,0.0653476323894247,7.19550627028138,215.805105582947,0.0318677971158206,0.0520296706451878
ENSG00000104870,2217,FCGRT,-0.0636917821541424,7.24245922590616,64.5463431268207,0.0318941418299133,0.0520628504757554
ENSG00000115234,9784,SNX17,0.0639706942590388,7.24804404925095,347.159259824818,0.0319389322945036,0.0521261222741143
ENSG00000126773,64430,PCNX4,0.067853165452983,7.09974536788064,180.278903192428,0.0319817830844159,0.0521862051273641
ENSG00000100234,7078,TIMP3,-0.059003799157014,7.43498254124661,42.0887276444909,0.0321255207840212,0.0524088203552612
ENSG00000089916,55668,GPATCH2L,-0.0679777130809009,7.0751199605097,142.017355798234,0.0321303352091249,0.0524088203552612
ENSG00000173465,10534,ZNRD2,0.0714922504519289,6.96758889416014,152.809345441617,0.0322144006468888,0.0525360297287972
ENSG00000006451,5898,RALA,0.0675789588379878,7.10455566722971,220.637632664787,0.0323471693979145,0.0527426026867164
ENSG00000106460,54664,TMEM106B,0.0683785081430559,7.07349865941423,80.1896479292524,0.0324717785834486,0.0529357959370005
ENSG00000154640,10950,BTG3,-0.069396807751491,7.01829043324337,62.8968630924426,0.0325018044651299,0.0529747548267436
ENSG00000177889,7334,UBE2N,0.0659613607499145,7.16198845122076,380.286701800816,0.0325562400446196,0.0530534769435884
ENSG00000151893,143384,CACUL1,-0.0673075028223722,7.09349122730348,202.812114902266,0.0325719766854229,0.0530691176866719
ENSG00000172354,2783,GNB2,-0.0609703351566499,7.34289888056606,177.267888815599,0.0326415581947557,0.0531724647811689
ENSG00000152942,5884,RAD17,0.0712390052871625,6.96962257240381,151.868604106191,0.0326784593740372,0.0532225473414754
ENSG00000125818,9491,PSMF1,0.0636971205965573,7.24755860711836,323.056177201679,0.0327096122128268,0.0532632506272156
ENSG00000125651,2962,GTF2F1,0.0648277057336745,7.20248629340681,291.271694522213,0.0327626503269619,0.0533395691293004
ENSG00000187866,116224,PABIR1,-0.0709039285434336,6.96093388407721,233.043498025595,0.0328011054670737,0.0533921214014031
ENSG00000145868,81545,FBXO38,-0.0685675611595161,7.04281723230098,187.675639911951,0.0328805661005005,0.0535113881661949
ENSG00000184384,84441,MAML2,-0.0687421501864077,7.03629774477771,57.2995880487313,0.0328944561434705,0.0535239174402978
ENSG00000065054,9351,SLC9A3R2,-0.0686214898264974,7.03986822684963,57.6016927717059,0.0329450965410352,0.0535962287537165
ENSG00000010327,23166,STAB1,-0.0666229692932925,7.11353899297853,36.649867569463,0.0329543193419512,0.0536011459475387
ENSG00000065243,5586,PKN2,-0.0674847926694432,7.08096535703813,88.3330337767936,0.032991037037667,0.0536507741141141
ENSG00000184182,140739,UBE2F,0.0698931160050988,7.01108420968823,190.225318279858,0.0330626413413824,0.0537571063374555
ENSG00000116906,8443,GNPAT,0.067679194431973,7.089232197712,249.86869321689,0.0331588059597644,0.0539033240921706
ENSG00000105325,51343,FZR1,-0.0657426324582956,7.14212158659544,202.550723734297,0.0332924578636001,0.0541104151590191
ENSG00000133103,57511,COG6,0.0716981346804688,6.94517858778628,67.883790996679,0.0333006872890896,0.0541136168447706
ENSG00000204498,4795,NFKBIL1,0.0699078148167807,7.00658235686783,150.202554065316,0.0333470215267479,0.0541787260099108
ENSG00000196470,6477,SIAH1,-0.0688088168640864,7.02672430784716,126.191594893664,0.0334008728337235,0.0542560213542916
ENSG00000101343,51340,CRNKL1,0.0692781999725054,7.02605720713337,219.06692253154,0.0335430333742908,0.0544767092843779
ENSG00000057757,57095,PITHD1,-0.0659778581862592,7.1282558029141,253.329579181897,0.0336390106699415,0.0546223229229235
ENSG00000163513,7048,TGFBR2,-0.0634348853104666,7.22697783151619,64.2584553609982,0.0336767264792347,0.0546732958522036
ENSG00000103245,64428,CIAO3,-0.0681506025254991,7.04487892939063,177.637476679807,0.0338086373862916,0.0548771442366675
ENSG00000280071,102724023,LOC102724023,0.066996079159592,7.10452627976811,63.6323064343008,0.0338682678225609,0.0549636146660482
ENSG00000132463,2926,GRSF1,0.0642074280993738,7.210257388527,332.095571914942,0.0339049120321326,0.0550127561031881
ENSG00000145632,10769,PLK2,-0.0648624912264636,7.16713039272665,59.4290559931577,0.0339271327627684,0.0550384805280789
ENSG00000138698,5910,RAP1GDS1,0.068109261830328,7.06233669146872,164.501094297439,0.0339551733532841,0.0550736348291072
ENSG00000157540,1859,DYRK1A,-0.0647920652572201,7.16815229798572,254.744851085683,0.0340502168163583,0.055217430946805
ENSG00000116791,1429,CRYZ,0.0707731265823106,6.9658870595047,70.4749061460106,0.0341022261714064,0.0552914000847352
ENSG00000163947,50650,ARHGEF3,-0.0701305232536005,6.9688903999402,65.9751503796139,0.0341770594356932,0.0554013994826248
ENSG00000197930,30001,ERO1A,0.065503839250828,7.15624131109963,130.18166483186,0.0341828877779434,0.0554013994826248
ENSG00000143771,29097,CNIH4,0.0677731681142662,7.07060811252327,237.509297722433,0.0342449727820869,0.0554916194378896
ENSG00000100926,10548,TM9SF1,0.0670972157333319,7.09352803401629,167.400737942018,0.0343878218602538,0.0557126536697702
ENSG00000158716,54935,DUSP23,0.0695677079918288,7.00381558818877,73.3986843772039,0.0344149663890909,0.055737424708527
ENSG00000169398,5747,PTK2,0.0641246460995587,7.20630046183634,225.942047374217,0.0344160061415983,0.055737424708527
ENSG00000169682,83985,SPNS1,0.0651849969796719,7.16491423837895,164.193922865184,0.0344390330753684,0.0557642706380521
ENSG00000156976,1974,EIF4A2,-0.0599419171754142,7.35927395973685,119.587573888854,0.034537209340379,0.0559127668066622
ENSG00000157077,9372,ZFYVE9,-0.0686424326565098,7.01676685627227,146.246149060373,0.0345576630657133,0.055935404831135
ENSG00000068366,2182,ACSL4,0.0673088340740481,7.08301358079883,62.8951479698932,0.0345736971030544,0.0559508819647895
ENSG00000136813,23392,ECPAS,-0.0630580918011169,7.22883910030185,242.87137707051,0.0346153956179239,0.0560078020847962
ENSG00000138085,51374,ATRAID,0.0645935665163629,7.18522931981513,218.889738696595,0.0346218269914576,0.0560078020847962
ENSG00000099800,26517,TIMM13,0.0661120699516376,7.12566146027822,123.710357548567,0.0347272793222774,0.0561678820843945
ENSG00000143369,1893,ECM1,0.0633256612447858,7.23294647883579,25.9048187203025,0.0347749247095856,0.0562344227673713
ENSG00000163584,200916,RPL22L1,0.0699478584026647,6.98434576574012,49.8173649859547,0.0348613361310654,0.0563636152708173
ENSG00000147140,4841,NONO,0.0593812381705251,7.39357680892556,518.783802179238,0.0349625524434929,0.0565166914498871
ENSG00000103064,9057,SLC7A6,-0.0665770884114781,7.08537305409581,123.335091337034,0.0351016159218321,0.0567308786024001
ENSG00000169032,5604,MAP2K1,0.0665074968385567,7.10515806273351,284.865617536008,0.0351327359714525,0.0567705612099453
ENSG00000074071,65993,MRPS34,0.0659897789291203,7.1231742553167,161.571840980256,0.0352441660586756,0.0569399767477576
ENSG00000119899,26503,SLC17A5,0.0704353726027278,6.95994391274442,73.667133444813,0.0354046076404082,0.0571825563019566
ENSG00000113456,5810,RAD1,0.0700451122978795,6.97344574163047,205.650248742065,0.0354117013005469,0.0571825563019566
ENSG00000144535,129563,DIS3L2,-0.0674850669826066,7.04719488962312,256.465507035174,0.03542071282483,0.0571825563019566
ENSG00000221968,3995,FADS3,0.0679165598968835,7.04931844964867,50.8725319929627,0.0354207737416978,0.0571825563019566
ENSG00000119318,5887,RAD23B,-0.0615706493877207,7.27786359323788,319.077905260728,0.0354531875038429,0.0572241982768338
ENSG00000130193,51337,THEM6,0.0681074732313983,7.04047415048132,73.0368075059114,0.0355626413435939,0.05739015016154
ENSG00000080815,5663,PSEN1,-0.0640178638458868,7.17559203496505,311.428497561852,0.0357020192933049,0.0576043219094104
ENSG00000169230,27166,PRELID1,0.0625539321079767,7.25011605488754,170.291224274011,0.0357709033724594,0.0577046948413718
ENSG00000130733,78992,YIPF2,0.0657889504429614,7.12250920767472,184.225548672452,0.03585183923839,0.0578244683238585
ENSG00000069275,64710,NUCKS1,0.060256727162784,7.34272863284376,210.415186185131,0.0359277591836456,0.0579361085884379
ENSG00000255112,57132,CHMP1B,-0.0642949643858764,7.16100363499457,150.917742689619,0.0359750628147747,0.0580015699428809
ENSG00000140829,9785,DHX38,-0.0633082495848525,7.19827833668742,344.302075605462,0.0361051086359391,0.0582003848886246
ENSG00000169188,27301,APEX2,0.0676261209910744,7.05026788113897,220.32021059773,0.0361405936060446,0.0582467247808082
ENSG00000155561,23165,NUP205,0.0642708142347111,7.17603080584799,239.681046945131,0.0362022299291308,0.0583351869035109
ENSG00000137500,60492,CCDC90B,0.0697577023531422,6.97286625216166,93.9919738377108,0.0362130596041183,0.0583417630036532
ENSG00000133265,23640,HSPBP1,0.0665521717186301,7.08808354690608,111.012019626152,0.036279488181634,0.0584378936706216
ENSG00000070761,29105,CFAP20,0.0686222589602185,7.01195534227059,254.152726496585,0.0363075446672446,0.0584721914397037
ENSG00000178188,25970,SH2B1,-0.0646295482825506,7.14280415847615,217.33449299035,0.0363546652481657,0.0585371728572159
ENSG00000204291,1306,COL15A1,0.0651963504010015,7.13729039828798,30.9869426590479,0.0364265732533273,0.0586374940430822
ENSG00000132589,2319,FLOT2,0.06306206047107,7.22071377054956,166.534259650196,0.0364305356281544,0.0586374940430822
ENSG00000072310,6720,SREBF1,-0.0615221091717532,7.26621252199145,88.0977251371867,0.0364471687109965,0.0586533457756077
ENSG00000175756,54998,AURKAIP1,0.0646365710504712,7.15840216138632,123.11988060943,0.0364639093929552,0.0586671800964422
ENSG00000138750,53371,NUP54,-0.0686703388081882,6.99010566679125,122.420050754358,0.0364693378644627,0.0586671800964422
ENSG00000103148,8131,NPRL3,0.0658962465906822,7.10994773653435,154.772769627296,0.0364841379827322,0.0586800693694362
ENSG00000162236,6811,STX5,-0.0660334182462365,7.08567551516544,254.204150277726,0.0365982717729532,0.0588280175252687
ENSG00000163348,90780,PYGO2,0.0650201640619764,7.14177318866723,245.196241690942,0.0365993019157421,0.0588280175252687
ENSG00000055483,57602,USP36,-0.0631207260294435,7.1991115906523,228.99574925018,0.036599323743071,0.0588280175252687
ENSG00000110514,8567,MADD,-0.0632987503322467,7.19186250064033,285.935670850397,0.0366098016232033,0.0588280175252687
ENSG00000198642,55958,KLHL9,0.0687408105194662,7.00367295680994,59.9336974016223,0.0366101485582355,0.0588280175252687
ENSG00000011295,54902,TTC19,-0.0658465912168316,7.0916772815915,163.351541720205,0.0366842952926181,0.0589362075459364
ENSG00000065427,3735,KARS1,0.062037133612341,7.25832316343907,362.195631846111,0.036704920376664,0.058958386595366
ENSG00000115760,57448,BIRC6,-0.0633301307564956,7.18914022158427,204.653049264076,0.03672408739483,0.0589782157771328
ENSG00000091409,3655,ITGA6,-0.0628200711177541,7.20891786996716,36.4576865511899,0.0367746648805848,0.0590406370637805
ENSG00000218739,100505876,CEBPZOS,0.0683390494960499,7.01590238825551,95.5122669461014,0.0367766142959466,0.0590406370637805
ENSG00000174013,200933,FBXO45,-0.0688992648211927,6.97684386644165,98.6168683191031,0.0368542358954395,0.059154264633508
ENSG00000178922,81888,HYI,-0.0682642292925725,6.99715990707924,107.904697277861,0.0370447493874186,0.0594490177193677
ENSG00000154328,252969,NEIL2,0.0682988493236006,7.01235730600768,137.619516461141,0.0371618414928401,0.0596258574063851
ENSG00000101457,116092,DNTTIP1,0.0681846940057848,7.01639158043977,212.962552897897,0.0371695016073756,0.0596270813501135
ENSG00000105171,10775,POP4,0.0687509971267506,6.99578782991723,444.885715532973,0.0371890639144901,0.0596473947199939
ENSG00000034152,5606,MAP2K3,-0.0637200030532305,7.16612682363824,126.614009294762,0.037281567707648,0.0597846694180331
ENSG00000063854,3029,HAGH,0.0675165804548248,7.03742092805936,130.655475044685,0.0374197467198549,0.0599888673618543
ENSG00000065135,2773,GNAI3,-0.0625051915547719,7.21294211076591,218.896666177998,0.0374227833062441,0.0599888673618543
ENSG00000093000,10762,NUP50,0.0646051535325141,7.1455124782119,171.950608415034,0.0375189072514974,0.0601318044473851
ENSG00000166986,4141,MARS1,0.0629453716690376,7.20940359741419,270.134854017525,0.0376239846398749,0.0602890356277514
ENSG00000162244,6159,RPL29,-0.0557100834615673,7.50493738831794,126.374280217967,0.0376627431374003,0.0603399581954829
ENSG00000084693,60509,AGBL5,0.067492436968683,7.03502256941556,186.912770473728,0.0376702649706732,0.0603408265094441
ENSG00000163428,116064,LRRC58,0.0653606326445221,7.11340453674668,114.543362759011,0.037754884619064,0.060465168123714
ENSG00000092841,4637,MYL6,-0.0572950492731533,7.43035291145775,202.425904196653,0.0378068254471391,0.0605371376163211
ENSG00000121851,84265,POLR3GL,0.0683349535901632,7.00099023246257,245.360558316037,0.0379382643968354,0.0607363510575264
ENSG00000116984,4548,MTR,-0.0635638285910676,7.16349886111277,122.222546167823,0.0379600009152788,0.0607598977805195
ENSG00000136636,51133,KCTD3,0.0650468577592082,7.12198142745308,98.4200690085802,0.0380165972780097,0.0608392231522388
ENSG00000106086,84725,PLEKHA8,0.0698103207662011,6.94699478899584,101.288451272401,0.0380664204969546,0.0609076818797284
ENSG00000151348,2132,EXT2,0.0634867660539697,7.18182140507942,211.783928410894,0.038085925983339,0.0609276147531395
ENSG00000170502,53343,NUDT9,0.0685551510826852,6.99018110056933,194.304170758287,0.0381663816582461,0.0610450267225787
ENSG00000132740,3508,IGHMBP2,-0.0676750983212156,7.00358132516499,105.120551696415,0.0382092309618743,0.061102257059823
ENSG00000146701,4191,MDH2,0.0596244478903282,7.33767342759636,183.547798548211,0.0382979952819431,0.0612328776054
ENSG00000125821,92675,DTD1,0.0670630642225583,7.04030350342188,209.531836930441,0.0384848065404345,0.061520183532185
ENSG00000186283,64222,TOR3A,0.0668179669168112,7.04849863511306,106.334475435497,0.0385511390354856,0.0616148265782535
ENSG00000123562,9643,MORF4L2,0.0606751896940037,7.28944524262098,250.431223637919,0.0385881035476447,0.0616625055765968
ENSG00000063322,55588,MED29,0.0648425964552575,7.12186347612657,471.806630839783,0.0386383310730788,0.0617313568890716
